No.,Texto
891,"Por primera vez en décadas, iniciaremos un proceso masivo de reclutamiento en nuestra @FUERZARMADASV. Incrementaremos sus filas en 2,000 nuevos soldados, que nos ayudarán a combatir la delincuencia. El reclutamiento es totalmente VOLUNTARIO. Dios bendiga a El Salvador."
892,"Este lunes, El Salvador solo tuvo un homicidio y no está relacionado con pandillas. Fue un feminicidio pasional (definitivamente algo en lo que tenemos que prestar atención). No hay duda que el #PlanControlTerritorial está funcionando. Reitero el llamado a que todos lo apoyemos."
893,"Dentro de 15 meses, vamos a poder combatir el crimen, con la ciencia más avanzada del mundo."
894,"Terroristas acaban de quemar una patrulla de la @PNC_SV en la Comunidad Las Margaritas, en Santa Tecla. Gracias a Dios, nadie salió herido. Claramente es una acción para intimidarnos. Señor @Director_PNC, tome las acciones que le instruí, inmediatamente."
895,"Por cierto, llevamos 2 días con 2 homicidios diarios. En el Gobierno del partido por el que votaste, eran 11 al día."
896,Y sin tregua...
897,"CONFIRMADO: Por segundo día consecutivo, El Salvador solo tuvo 2 homicidios. Gracias a Dios se mantiene la tendencia."
898,"Un reportaje de @TelemundoNews sobre el #PlanControlTerritorial. Solo un dato: desde que se realizó este reportaje, en lo que va del mes de julio, el promedio de homicidios ha bajado a 6.2 diarios. Y con la tendencia de los últimos días, primero Dios bajaremos aún más."
899,"CONFIRMADO: Este día lunes, solo tuvimos 2 homicidios en todo El Salvador. Dios quiera y logremos mantener esta tendencia a la baja."
900,"He ordenado a la @FUERZARMADASV y a la @PNC_SV abordar aleatoriamente las unidades del transporte colectivo. Vamos a empezar a golpear los asaltos, otra fuente de financiamiento del crimen."
901,"Conferencia de prensa sobre la #Fase1 del #PlanControlTerritorial, hoy a las 4:30pm, en Casa Presidencial."
902,"Terminó el sábado y nuestro país sólo tuvo 2 homicidios. Sé que no debería ser ninguno, pero veamos de donde venimos."
903,"Nuestra @FUERZARMADASV, adelantándose a la #Fase3 del #PlanControlTerritorial"
904,Es imperativo que los diputados aprueben el financiamiento de la #Fase2. Veremos si los que reclamaban que invirtiéramos en prevención aprueban el financiamiento. Veremos qué tanto se interesan por nuestros jóvenes y nuestras comunidades.
905,"La #Fase2 del #PlanControlTerritorial es tan importante como la #Fase1. Una no tendrá éxito sin la otra. La #Fase1 esta completamente financiada. La #Fase2 está funcionando al 100%, pero para poder garantizar su sostenibilidad, necesitamos un financiamiento de $91 millones."
906,"Las maras están queriendo obligarnos a quitar la emergencia máxima en @CentrosPenales. Al igual que algunos jueces. Sepan que estas acciones sólo lograrán lo contrario. SI NO BAJAN LOS HOMICIDIOS, NADIE VE UN RAYITO DE SOL. ¿Está claro o se los explicamos con manzanas?"
907,"El Gobierno está dispuesto a llevar a los reos a las audiencias, pero no levantaremos la emergencia máxima en @CentrosPenales. Los jueces van a mostrar de que lado están. Como dije hace 2 días: NO SE LEVANTA LA EMERGENCIA HASTA QUE BAJEN LOS HOMICIDIOS. #PlanControlTerritorial"
908,"Gracias a @noticias4vision por sumarse a este esfuerzo que, aunque parezca imposible, lo lograremos entre todos los salvadoreños. #PlanControlTerritorial #Fase2"
909,"#PlanControlTerritorial #Fase2

Este video será transmitido en todos los canales de televisión, a partir de mañana."
910,"Dos pandilleros acaban de atacar a un policía en Ahuachapán. Este estaba solo, pero se defiende, apoyado por la comunidad. Resultado: 2 pandilleros muertos. ¿Esto es lo que quieren? ¿Más muertos? Váyanse a su casa. Las pandillas solo llevan a la cárcel o a la muerte."
911,"Conferencia de prensa para el lanzamiento de la #Fase2 del #PlanControlTerritorial. A las 4pm, en Casa Presidencial."
912,"Mañana a las 4pm, anunciaremos el inicio de la FASE 2 del #PlanControlTerritorial"
913,Un mensaje a las pandillas...
914,"Poco a poco, en los territorios controlados, la gente dejará de pagar la renta. A medida que la población vaya sintiendo confianza en el plan, a medida que vea que la Policía y el Ejército llegaron para quedarse, a medida que pase el tiempo, la gente dejará de pagar la renta."
915,"Una verdad contada a medias es peor que mil mentiras. Dije que a medida que la población fuera sintiendo confianza en el plan, que a medida que vieran que la Policía y el Ejército llegaron para quedarse, que a medida pasara el tiempo, dejaran de pagar la renta...

También dije que era normal que la población tuviera miedo de no pagar, porque antes la Policía llegaba 15 días o un mes y luego se iban y dejaban a la población a meced de las pandillas. Pero que poco a poco iban a ver la diferencia, en las zonas del #ControlTerritorial

Cada vez me convenzo más, qué hay periodistas que desean que nuestro plan de seguridad falle y que nuestra gente siga sufriendo. No encuentro otra explicación para desinformar."
916,"Los diputados se definen esta semana: o están con la gente honrada o están con los criminales. Aprueben los fondos solicitados para la @PNC_SV y la @FUERZARMADASV o no los aprueben, esta semana definimos de qué lado están."
917,"Señor Director @OsirisLunaMeza, decrete emergencia máxima en @CentrosPenales, todas las celdas cerradas 24/7, nadie sale por ningún motivo. Para las maras: si quieren que sus “hommies” vean un rayito de sol, detengan todos los homicidios inmediatamente. No hay otra negociación."
918,"Terroristas de la MS13 acaban de matar a un policía, el agente se defendió e hirió al criminal, quien también falleció. Ahora vamos tras toda esa estructura. Esto no se va a quedar así."
919,"Se le ordena al Director de @CentrosPenales, @OsirisLunaMeza, enviar a los capturados por el secuestro del bus y las violaciones a 2 mujeres el día de ayer, al Penal de Máxima Seguridad y colocarlos en aislamiento total, hasta que sean llevados a juicio."
920,"Espero que la @AsambleaSV no de más largas y autorice la alimentación para nuestras tropas. Luego solicitaremos recursos para darles equipo avanzado. Si no lo aprueban, es porque están del lado del crimen. Nosotros igual lo conseguiremos, de otros lados si es necesario."
921,"Hasta el momento no se reportan homicidios, pero si dos mujeres violadas. Malditos, vamos tras ellos, no se van a escapar. Y no me salgan con ser suaves, les va a caer todo el peso de la ley. @PNC_SV, @FUERZARMADASV, @Director_PNC, @RogelioRivasSS, @merino_monroy"
922,Luego los diputados dicen que por qué “tenemos prisa” con los recursos para el Plan de Seguridad.
923,"¿¿¿Si el Gobierno tiene prisa??? La prisa la tiene el pueblo salvadoreño, que no aguanta la delincuencia. Delincuencia heredada por sus gobiernos. Pónganse a trabajar y aprueben los recursos para la seguridad del pueblo."
924,"Nuestro Ministro de Hacienda @Nelfuent irá hoy a la @AsambleaSV, a solicitar una reasignación presupuestaria de $15 millones y así tener los recursos para la alimentación de nuestros policías y soldados. Con esto, vamos a fortalecer el #PlanControlTerritorial"
925,"Daré una conferencia de prensa sobre la corrupción en @CentrosPenales, en Casa Presidencial, a las 6:15pm."
926,"¿Qué gana un joven con esto? NADA. Dejen de atacar policías y soldados, dejen de intentar controlar el territorio, dejen las armas, dejen la mara. No hay nada bueno ahí..."
927,"Me cuesta creer que haya personas deseando que nuestro plan de seguridad falle. Pero las hay, y casi que lo dicen públicamente. ¿Qué quieren? ¿Que los salvadoreños sigan muriendo?"
928,"La @PNC_SV y la @FUERZARMADASV no busca enfrentamientos. No queremos una guerra. Únicamente buscamos controlar los territorios para que todos los salvadoreños vivamos en paz. Pero si atacan policías o soldados, este será el resultado."
929,"Quedan 5 horas para que finalice el plazo a las compañías telefónicas, para que bloqueen completamente la señal en los @CentrosPenales. Si no cumplen, se les hará efectiva la multa de 3,000 salarios mínimos diarios."
930,"Desde que empezó el #PlanControlTerritorial, los homicidios han bajado a un promedio de 5 diarios."
931,"La FASE 1 (PREPARACIÓN) continuará por 30 días más. La reforzaremos con 1,000 elementos (500 de la @FUERZARMADASV y 500 de la @PNC_SV). Además, incluiremos los municipios de Ahuachapán, Sonsonate, Usulután y La Unión. #PlanControlTerritorial"
932,FASE 1: PREPARACIÓN #PlanControlTerritorial
933,"Esta noche, reunido con el Gabinete de Seguridad, analizando los 3 primeros días del #PlanControlTerritorial y planificando el lanzamiento de la FASE 2. Esta vez le vamos a ganar a la delincuencia."
934,"Esta semana, el Ministro de Hacienda @Nelfuent solicitará a la @AsambleaSV un refuerzo presupuestario de 15 millones de dólares para la alimentación de todos nuestros @PNC_SV y miembros de la @FUERZARMADASV que están haciendo posible el #PlanControlTerritorial"
935,Es evidente que @CentrosPenales hará lo imposible para que no hayan teléfonos adentro de los penales. Pero siempre existe la mínima posibilidad de que ingrese uno o que ya haya uno enterrado o escondido. Bloquear la señal va a convertir a ese teléfono en un pisapapeles.
936,"Parecería imposible, pero hay salvadoreños que desean que fracase nuestro plan de seguridad. Y ni siquiera lo están ocultando."
937,"Las empresas de telefonía tienen 72 horas para cortar y/o bloquear por completo la señal en los penales. No puede ser que después de tantos años diciendo que lo estaban haciendo, hoy vienen y aceptan que no era, ni por cerca, el 100%.

Las empresas de telefonía aún no bloquean la señal en los @CentrosPenales.

El plazo no es retórico. La señal de celulares y wifi debe estar bloqueada para el lunes a la media noche."
938,"Ayer nos reunimos con el Jefe del Estado Mayor de la @usairforce, @GenDaveGoldfein, para establecer marcos de cooperación contra el crimen organizado, el narcotráfico y la defensa nacional. Desde arriba los vemos, pero ellos no nos ven 😉"
939,"A esta hora, reunidos con el Gabinete de Seguridad. Jueves a las 0:00 horas comienza nuestro plan contra la delincuencia: PROYECTO CONTROL TERRITORIAL.

Dios, guía nuestro plan.

-04:23 @PNC_SV, @FUERZARMADASV, @SeguridadSV_, @CentrosPenales, @Director_PNC, @RogelioRivasSS, @OsirisLunaMeza, @MDefensa_SV."
940,"Para sortear el impedimento de que @OsirisLunaMeza pueda fungir como Director de Centros Penales, he decidido nombrarlo Vice Ministro de Seguridad Pública y asignarle adicionalmente las responsabilidades de la Dirección de Centros Penales Ad Honorem."
941,"Director Arriaza, lo felicitó por las 1,416 capturas que la @PNC_SV ha realizado en estos 15 días, incluyendo cabecillas y homicidas. Continúe e intensifique estas capturas, pero recuerde que la delincuencia no se detendrá hasta que tengamos a los financistas tras las rejas."
942,El Salvador ahora va en serio contra el narcotráfico 👊🏼
943,Pero le molesta que le demos $125 en uniformes a cada @PNC_SV y miembro de la @FUERZARMADASV. Personas que están dando sus vidas por nosotros.
944,"Hay información de las 3 agencias de inteligencia del Estado, de que dos altos funcionarios del @FMLNoficial están financiando a las pandillas a cambio de atacar objetivos de la @PNC_SV, para desestabilizar al Gobierno. Están jugando con fuego y se van a quemar. Cc. @FGR_SV

Antes, a veces, se atacaba a la delincuencia, pero solo a los de abajo. Hoy, iremos también por los de arriba."
945,"¿Le parece mucho? 2 uniformes resistentes y botas que aguanten miles de horas sobre el pavimento caliente o en zonas rurales. ¿Cuánto cuesta un par de zapatos de los que usted usa para estar sentado lactando del dinero del pueblo?

Vote como le dé la gana diputado @emilio_coreaES. La @PNC_SV y la @FUERZARMADASV tendrán el equipo que necesitan. De eso me encargo yo. Y usted tendrá lo que merece, de eso se encargará el pueblo salvadoreño."
